current_time,temp,deg,speed,humidity,pressure,City
23-Jan-2021 12:00:00,58.05,109,6.44,93,1016,Austin
23-Jan-2021 15:00:00,59.81,104,5.93,91,1017,Austin
23-Jan-2021 18:00:00,64.18,113,8.23,76,1016,Austin
23-Jan-2021 21:00:00,66.79,127,8.61,70,1014,Austin
24-Jan-2021 00:00:00,64.22,118,7.52,82,1013,Austin
24-Jan-2021 03:00:00,63.43,128,7.16,87,1014,Austin
24-Jan-2021 06:00:00,62.49,129,6.51,93,1013,Austin
24-Jan-2021 09:00:00,62.47,161,5.84,95,1012,Austin
24-Jan-2021 12:00:00,62.67,139,4.47,96,1011,Austin
24-Jan-2021 15:00:00,64.8,136,6.4,94,1012,Austin
24-Jan-2021 18:00:00,68.54,160,8.95,91,1010,Austin
24-Jan-2021 21:00:00,70.34,177,7.36,86,1007,Austin
25-Jan-2021 00:00:00,69.55,167,13.4,91,1007,Austin
25-Jan-2021 03:00:00,68.68,172,14.12,89,1006,Austin
25-Jan-2021 06:00:00,68.9,186,18.05,90,1005,Austin
25-Jan-2021 09:00:00,69.06,206,10.94,90,1005,Austin
25-Jan-2021 12:00:00,65.01,312,14.23,42,1007,Austin
25-Jan-2021 15:00:00,62.71,303,14.72,34,1010,Austin
25-Jan-2021 18:00:00,68.07,306,12.46,25,1010,Austin
25-Jan-2021 21:00:00,71.55,302,9.15,22,1008,Austin
26-Jan-2021 00:00:00,66.74,316,4.65,26,1009,Austin
26-Jan-2021 03:00:00,63.3,360,3.98,30,1011,Austin
26-Jan-2021 06:00:00,59.61,147,1.3,34,1011,Austin
26-Jan-2021 09:00:00,58.57,41,1.45,35,1011,Austin
26-Jan-2021 12:00:00,56.97,92,3.51,37,1011,Austin
26-Jan-2021 15:00:00,59.27,86,4.94,37,1013,Austin
26-Jan-2021 18:00:00,65.17,93,5.5,33,1012,Austin
26-Jan-2021 21:00:00,65.95,96,6.51,38,1010,Austin
27-Jan-2021 00:00:00,62.2,63,5.23,50,1010,Austin
